	NK_D_L	NK_D_H	NK_E_L	NK_E_H	NK_F_L	NK_F_H	NK_K_L	NK_K_H	NK_L_L	NK_L_H	NK_M_L	NK_M_H	NK_N_L	NK_N_H
ENSG00000011638	452	595	478	456	500	655	1234	1193	850	1153	635	1275	1421	1060
ENSG00000011677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012048	393	110	314	241	221	265	357	295	577	197	157	195	507	305
ENSG00000012061	3151	2277	3167	2013	3054	2095	3640	3884	4907	6300	4813	4359	6636	5217
ENSG00000012124	6	3	0	0	32	28	2	0	0	0	6	0	19	0
ENSG00000012171	13	10	15	26	16	16	37	50	12	8	27	29	53	27
ENSG00000012174	383	556	457	426	556	509	973	480	603	278	440	452	788	820
ENSG00000012211	117	107	225	160	98	149	222	292	227	170	168	125	187	195
ENSG00000012223	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000012232	1881	2858	3068	3311	1996	2114	5032	3164	2203	2680	2263	1996	4378	3442
ENSG00000012504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660	4338	4169	3833	4106	4526	4057	5392	3723	3813	2709	2518	3602	6446	4648
ENSG00000012779	75	3	89	16	89	29	33	16	0	0	115	5	0	1
ENSG00000012817	5824	5597	6330	6813	5315	5649	11032	5498	3667	2080	0	0	7679	5854
ENSG00000012822	10999	13819	17776	16578	12993	12321	21838	18570	13664	12425	11024	17836	29619	24177
ENSG00000012963	2567	2993	3505	3302	2917	2475	4337	2520	2287	1496	1180	2345	5642	3646
ENSG00000012983	6611	5779	4725	6306	5850	5667	7839	6646	5541	5502	6868	6644	8845	6864
ENSG00000013016	152	91	258	384	162	171	1077	562	461	147	188	297	956	630
ENSG00000013275	5208	4534	6922	5113	5063	4764	9777	10034	8972	9587	7399	8521	14117	9962
ENSG00000013288	3523	4835	5905	5220	4659	4305	7178	4814	3968	2957	2660	4492	5919	5361
ENSG00000013293	0	0	0	0	0	0	0	1	0	0	0	2	1	1
ENSG00000013297	10	8	5	4	10	6	5	4	4	4	11	4	18	6
ENSG00000013306	11589	7062	19693	10254	10565	7121	12757	12360	14910	14389	13123	14946	15985	12760
ENSG00000013364	11948	12771	19749	14064	12514	11118	25263	17741	15873	11481	8548	11127	20720	15869
ENSG00000013374	8474	8960	8306	8576	4888	5858	10948	10713	8623	7674	5674	8798	11783	8093
ENSG00000013375	539	700	685	898	569	969	1015	748	551	578	540	873	1024	668
ENSG00000013392	100	150	100	142	61	232	334	284	145	146	183	162	264	77
ENSG00000013441	51517	65999	37303	52987	37966	49265	62428	60290	32729	27153	28137	46142	49696	42810
ENSG00000013503	776	564	744	549	312	416	1211	702	546	277	477	512	929	618
ENSG00000013523	2208	1708	1998	1774	1593	1688	3178	2091	2372	1140	701	1380	2753	2617
ENSG00000013561	1488	1645	1933	1918	1906	1768	3147	3192	3223	2856	2427	3053	4160	2840
ENSG00000013563	561	607	867	592	531	437	786	538	535	462	422	572	935	750
ENSG00000013573	3638	3543	874	619	2083	1516	2881	1602	2215	1558	1547	2621	4387	3157
ENSG00000013583	387	314	475	347	332	339	651	538	803	1076	639	518	937	727
ENSG00000013588	2	0	11	0	0	0	0	0	13	0	1	5	0	1
ENSG00000013619	0	30	46	2	0	38	70	68	22	2	0	92	32	12
ENSG00000013725	3371	5448	2651	3255	4014	4699	17017	15250	6450	7593	6262	8478	12353	11528
ENSG00000013810	1249	765	2530	1832	1490	986	1823	1271	1418	751	876	1222	2851	1883
ENSG00000014123	2617	2435	2329	2420	2634	2510	3503	3212	2520	2483	2400	2994	4272	2978
ENSG00000014138	314	330	391	421	385	232	505	302	293	270	448	273	655	382
ENSG00000014164	1158	1212	1982	1281	1285	1091	2384	2024	1688	1508	786	1424	2456	2217
ENSG00000014216	7842	7951	8971	7313	7438	6946	15454	14764	13041	11469	8619	11860	19675	14981
ENSG00000014257	45	0	104	0	62	0	19	0	1	0	56	6	6	18
ENSG00000014641	4810	3875	5114	4133	5170	4793	11415	11175	9391	9409	8133	8606	15117	9393
ENSG00000014824	2851	2841	3151	3254	2959	2634	4939	3309	2869	1398	1497	2444	4385	3152
ENSG00000014914	64	220	107	123	87	184	161	316	211	176	172	202	322	236
ENSG00000014919	553	357	393	665	532	466	988	598	644	492	371	551	1523	832
ENSG00000015133	9064	7043	8834	7069	7229	6904	16992	11393	7461	8795	9191	9688	16660	13506
ENSG00000015153	2161	1470	1540	1948	2028	1830	2506	2620	2543	2768	2971	2681	4417	2791
ENSG00000015171	5471	6328	5452	6789	5586	5376	9586	5561	4107	2399	2128	3502	8083	5802
ENSG00000015285	791	728	1193	897	779	822	1951	1701	1719	1673	1602	1606	3483	2557
ENSG00000015413	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000015475	4527	3055	4525	3074	4287	3018	5259	5965	6938	7986	7454	6223	8350	5912
ENSG00000015479	1525	1646	1170	1875	1202	1434	1776	964	822	670	650	695	1449	1202
ENSG00000015520	0	0	8	6	0	2	0	0	0	0	0	4	0	2
ENSG00000015532	1516	1326	1325	1112	1108	1057	1895	1283	1332	1737	1035	952	1845	1255
ENSG00000015568	2	1	4	1	3	5	4	4	0	6	4	6	11	3
ENSG00000015592	0	1	0	0	0	0	0	0	0	0	0	0	10	0
ENSG00000015676	3848	3009	4069	3190	2789	3166	7859	6044	4364	3985	3190	4353	9271	6933
ENSG00000016082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000016402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000016602	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ENSG00000016864	2672	2758	3805	3575	3304	2496	5987	5289	4383	2871	2600	3721	6729	4791
ENSG00000017260	1813	1709	1995	2209	1731	1584	2759	1699	1498	793	1088	1445	2637	1713
ENSG00000017427	0	0	0	0	0	0	0	0	2	13	0	0	0	0
ENSG00000017483	855	714	991	1011	1040	888	2023	2097	2160	2063	1255	1584	2866	1963
ENSG00000017797	2629	2216	3305	2313	2654	2045	5057	3802	4238	6147	4512	3690	7161	4864
ENSG00000018189	2289	1332	1652	1026	1645	1453	1902	1634	1308	1082	944	1187	1862	1438
ENSG00000018236	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000018280	165	82	213	107	217	169	264	292	266	434	289	228	378	288
ENSG00000018408	10	14	15	27	21	23	23	55	42	29	13	43	96	29
ENSG00000018510	2806	2981	2985	3306	3156	2711	4423	3289	2387	1548	1768	2361	5065	3033
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	1835	1805	1359	1574	1556	1517	1489	2041	1618	1892	1698	2278	2254	1799
ENSG00000018625	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSG00000018699	1197	1103	891	918	801	522	1997	1450	744	360	341	581	2019	1088
ENSG00000018869	213	203	220	230	188	164	355	292	204	370	172	182	412	259
ENSG00000019102	0	0	4	6	46	7	2	0	6	0	0	0	0	6
ENSG00000019144	52	59	67	71	132	79	59	34	26	37	39	138	93	81
ENSG00000019169	0	0	1	0	21	0	0	0	0	0	0	0	0	0
ENSG00000019186	0	1	1	1	1	1	2	0	0	1	0	0	0	0
ENSG00000019485	637	442	549	535	345	192	606	399	679	583	277	450	808	707
ENSG00000019505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019549	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000019582	71277	39779	88195	46010	78692	42136	72701	69532	79724	62891	104354	98272	104932	73166
ENSG00000019991	0	5	20	0	0	0	0	0	0	0	4	0	0	0
ENSG00000019995	2199	2510	2302	2402	1473	1718	2461	1803	1080	718	794	864	1485	1304
ENSG00000020129	1004	725	1299	503	845	644	1177	1017	974	679	604	564	957	1047
ENSG00000020181	198	148	71	39	118	46	57	37	74	42	26	10	115	74
ENSG00000020219	0	0	0	0	0	1	0	0	14	0	0	0	0	10
ENSG00000020256	701	446	920	614	562	441	889	629	651	622	343	737	1104	746
ENSG00000020426	2524	1504	2145	1918	3602	3321	5173	5401	3768	5164	4416	3635	5664	3903
ENSG00000020577	14	7	5	19	20	15	6	26	26	22	7	16	22	12
ENSG00000020633	103284	99104	124592	85448	69957	65884	137947	133354	136544	143891	99102	124669	145202	124740
ENSG00000020922	2940	2525	1808	2720	2016	1789	3973	2378	1300	1177	1768	1752	3216	2382
ENSG00000021300	235	273	445	410	459	310	890	817	750	631	497	545	562	651
ENSG00000021355	5773	4711	5559	5453	7704	6416	11770	8758	9857	7758	6457	7789	15073	9396
ENSG00000021461	9	0	4	0	0	8	4	0	3	11	0	0	0	1
ENSG00000021488	21	8	12	17	15	0	2	5	19	0	0	0	0	12
ENSG00000021574	1420	958	1232	1222	1405	1110	1566	912	917	645	796	939	1458	1013
ENSG00000021645	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021762	11639	13196	13695	10304	10690	11404	13899	9389	9270	7937	6911	8252	17694	14089
ENSG00000021776	4218	4910	4740	5359	3762	4280	8017	4009	2205	2144	2692	2892	5163	3428
ENSG00000021826	0	0	0	0	0	0	0	0	0	0	30	2	0	1
ENSG00000021852	16	0	0	0	54	0	0	0	0	0	4	0	0	0
ENSG00000022267	1844	573	1746	291	1723	610	668	549	1952	313	715	620	872	509
ENSG00000022277	6502	4793	7490	5350	5984	5153	10987	10231	10538	8052	6229	8071	15427	9735
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	1931	1682	2790	2011	1811	1250	1696	956	1612	920	1897	2256	3091	2463
ENSG00000022567	408	350	549	456	289	188	618	341	219	432	341	357	538	523
ENSG00000022840	17838	16802	20295	16353	13871	13583	27104	18141	12622	6960	7281	13333	21435	15619
ENSG00000022976	660	590	628	520	766	512	780	812	632	184	174	493	945	817
ENSG00000023041	5831	6185	5087	5577	5924	5466	9994	9631	5457	4299	4007	6538	10562	7421
ENSG00000023171	952	368	1011	401	853	694	394	386	415	344	1186	995	473	367
ENSG00000023191	11976	10043	13335	8674	8949	7747	14423	14387	11675	14024	10980	11854	15580	13472
ENSG00000023228	2624	2756	3427	3574	3738	3273	6309	5213	2992	1607	1902	3438	5804	3988
ENSG00000023287	5578	5956	5876	6629	5517	5706	10235	6615	4643	3526	4103	5658	7800	5520
ENSG00000023318	7167	5597	7132	6092	7864	6727	13895	12112	10516	7507	7572	9681	16869	10554
ENSG00000023330	2376	2532	3375	2349	2053	2062	3876	3347	2336	1836	1541	2667	3438	2748
ENSG00000023445	1992	1518	1298	1095	1912	1172	1984	1237	876	543	1115	1750	1486	964
ENSG00000023516	1016	460	758	962	986	769	1449	844	1005	692	602	697	1645	1231
ENSG00000023572	1104	431	647	702	789	736	1120	1066	867	1535	1409	934	1779	1239
ENSG00000023608	291	303	376	415	166	240	134	147	227	239	142	170	318	275
ENSG00000023697	2032	1189	2246	1503	2094	1587	2981	3052	3214	1777	1575	2366	4545	3002
ENSG00000023734	17189	16979	13935	15482	13637	13626	20197	20605	15378	10324	11359	16310	19329	14882
ENSG00000023839	200	206	249	289	343	180	460	157	79	141	39	125	134	210
ENSG00000023892	11955	9952	15775	11104	12675	11327	20649	16751	16921	16486	13285	16631	28093	21800
ENSG00000023902	3765	3236	4153	3164	3131	3172	4036	4521	4456	6227	3329	3847	4712	4097
ENSG00000023909	1016	1286	780	1540	1185	1569	2821	2124	1517	1471	1362	1864	3780	2590
ENSG00000024048	9749	8970	9779	10633	10064	8743	15615	9398	6727	6577	7430	8374	10986	8054
ENSG00000024422	0	1	0	0	23	0	0	0	0	0	0	0	2	0
ENSG00000024526	14	0	3	9	0	0	25	0	0	0	18	0	11	0
ENSG00000024862	3397	2922	3010	2306	2518	2510	3836	4625	3473	4051	3386	3450	3878	2896
ENSG00000025039	99	17	91	21	48	19	6	10	26	6	61	6	28	2
ENSG00000025156	2648	3280	2438	3238	2122	2360	3092	2803	1649	1159	1870	2320	2579	1798
ENSG00000025293	11126	9861	10181	9389	10618	10649	14215	15767	14123	18292	15884	16799	18849	13718
ENSG00000025423	10	0	13	2	33	3	35	52	15	64	22	19	44	51
ENSG00000025434	629	364	743	372	451	314	576	480	561	533	310	311	1174	665
ENSG00000025708	1704	1161	1536	886	1613	1127	1477	1474	1111	1363	1437	1239	1625	1330
ENSG00000025770	4632	4705	5466	3484	3821	3497	5806	5233	4898	4810	4808	5761	8279	6635
ENSG00000025772	2487	2264	2744	1835	1400	1513	2919	2986	2444	2368	3022	3343	4700	2828
ENSG00000025796	7040	6718	5217	5442	6020	6366	11043	8440	6206	3778	4136	5897	10560	7032
ENSG00000025800	6453	5925	6337	5721	5394	5249	8756	6553	5002	4468	5914	5801	8410	6698
ENSG00000026025	10220	8600	8077	5902	7653	5974	7899	6180	4029	3256	7597	6733	6564	4100
ENSG00000026036	135	155	199	110	137	90	270	53	101	29	62	65	144	99
ENSG00000026103	1039	972	1940	1638	1352	1648	3594	2247	665	347	658	1037	2382	1907
ENSG00000026297	3694	2745	3647	2884	4357	3747	5183	5597	3074	3780	4513	5487	5370	4667
ENSG00000026508	53281	28109	42229	25202	43259	25240	34307	25955	26391	10382	16562	22537	25536	18763
ENSG00000026559	1	0	0	0	0	0	0	1	0	0	3	0	0	0
ENSG00000026652	4597	3622	4704	3874	4746	4554	5738	4425	3604	3338	4334	4755	7673	5433
ENSG00000026751	9210	11990	10593	13349	12210	14671	25738	19467	12406	10180	7475	13685	27245	21346
ENSG00000026950	13040	16711	15633	17359	18266	19383	24094	17531	12190	10040	8947	13070	22007	19573
ENSG00000027001	552	345	497	371	392	465	1076	775	595	489	449	491	1220	954
ENSG00000027075	44985	59287	62451	72891	47203	53023	106296	76902	57939	39726	28375	48432	95688	76178
ENSG00000027644	10	22	11	14	92	18	18	37	23	21	6	16	24	47
ENSG00000027697	16531	36168	15798	30220	15445	24390	22462	29740	23778	19701	9615	21476	24018	21947
ENSG00000027847	1386	1270	1737	1177	998	1090	1900	1720	1339	1645	1483	2290	3149	2993
ENSG00000027869	5834	7544	12501	11348	10313	12481	19240	20284	16614	20653	12738	16325	29121	24122
ENSG00000028116	1240	1524	1416	1525	1607	1402	2314	1858	1756	1066	962	1356	2244	2014
ENSG00000028137	20770	35003	37860	44079	29027	37567	79386	62517	37797	35471	23009	40691	58508	53744
ENSG00000028203	1778	1831	1807	1740	1907	1368	2415	2011	1475	722	1011	1339	2468	1748
ENSG00000028277	861	609	848	546	535	526	958	790	678	1059	1170	1030	1661	1211
ENSG00000028310	3546	3418	3613	2103	3313	2841	4158	3721	3244	4965	4850	4428	6107	4737
ENSG00000028528	3818	3102	3442	3172	3005	3257	5817	4636	4907	3581	3388	3897	7699	4816
ENSG00000028839	3686	3825	2809	3310	3602	3803	5018	5943	4647	4962	4241	5099	6514	4691
ENSG00000029153	0	23	47	0	79	0	26	16	0	60	10	2	4	2
ENSG00000029363	23106	20932	16690	21854	16584	17579	34052	21845	14432	11183	12500	16358	20553	15731
ENSG00000029364	1093	1272	1284	1398	967	1176	2584	1810	1050	1494	1776	1247	2219	1760
ENSG00000029534	11	1	18	0	24	2	2	8	24	39	8	8	30	20
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	502	213	496	265	446	391	777	903	855	861	654	460	1301	762
ENSG00000029725	2789	2594	2744	2804	2513	2515	3713	2467	2424	2222	1882	2243	3246	2641
ENSG00000029993	252	137	218	111	277	152	303	214	280	52	208	173	393	126
ENSG00000030066	6534	6354	6337	6492	5806	5343	7130	5857	5373	4365	4795	5375	6729	5850
ENSG00000030110	5447	5994	7654	5457	4636	4381	7353	7339	6491	5643	4446	6177	6811	5492
ENSG00000030304	4	0	1	0	0	7	1	0	0	0	16	0	0	4
ENSG00000030419	1116	901	825	1198	1473	1484	1448	1097	1773	1719	1425	1268	3301	2144
ENSG00000030582	2467	3289	4065	2604	4036	3189	6506	7102	4323	5661	5722	7078	7778	7462
ENSG00000031003	4042	2788	3493	3633	2838	3026	4445	3393	1661	1256	1917	2514	5117	2852
ENSG00000031081	922	577	838	379	582	364	634	319	180	390	228	312	561	560
ENSG00000031691	56	60	66	112	130	92	176	102	150	64	200	186	241	123
ENSG00000031698	11771	13902	16032	16552	15733	14450	21645	19763	12971	11143	10907	15566	25016	18070
ENSG00000031823	1106	811	879	751	727	665	841	835	786	825	874	776	1287	1022
ENSG00000032219	10321	7021	7046	7209	8326	7032	12757	12099	8733	7581	9250	11936	13100	9856
ENSG00000032389	1877	1714	2029	1308	1603	1336	3177	2714	2484	2708	2073	2311	4599	2866
ENSG00000032444	1964	1642	2089	1464	2082	2037	1981	1364	930	912	1034	1380	1664	1518
ENSG00000032742	824	960	762	801	884	984	1483	644	1186	819	474	521	2176	1194
ENSG00000033011	750	763	1483	944	1147	887	2459	2072	1493	1755	1356	1756	2481	1825
ENSG00000033030	4234	3644	2761	3169	2732	3387	4785	4045	2558	2727	3302	3962	4402	3475
ENSG00000033050	752	535	722	450	474	341	717	478	516	414	360	512	1131	692
ENSG00000033100	3571	4104	5107	4067	4248	3715	6831	4886	4341	2911	2644	3601	7660	5858
ENSG00000033122	153	125	117	131	177	119	64	41	13	40	34	37	56	65
ENSG00000033170	1692	1030	1963	794	1703	964	1306	1120	1311	286	481	946	1203	765
ENSG00000033178	4287	3105	3134	4020	3275	3494	4353	3809	3011	3189	4072	3763	5332	3593
ENSG00000033327	173	107	196	141	220	91	150	110	49	65	159	72	120	62
ENSG00000033627	13	0	2	1	72	2	48	32	42	0	76	28	13	7
ENSG00000033800	13064	10265	10993	10633	10843	11004	22385	18994	12751	9677	10024	13730	19318	13563
ENSG00000033867	2747	1754	2347	2565	2763	2030	3841	2616	2244	1357	2458	3297	4138	2761
ENSG00000034053	7157	8021	8794	7892	5684	6385	11699	9253	9157	9966	3441	4320	14458	12575
ENSG00000034152	17884	16478	22464	16048	14709	14198	21197	19618	19622	17782	16932	23270	26089	19340
ENSG00000034239	0	0	17	24	7	0	0	0	32	0	0	0	0	10
ENSG00000034510	48913	27426	41508	29910	39882	36509	82695	102375	126673	226833	228582	143713	177092	113789
ENSG00000034533	2853	3395	2268	2926	2198	2536	4874	5396	3720	3283	3511	3511	5189	4133
ENSG00000034677	13555	15385	9000	11542	10212	10343	22662	15675	6288	4924	8623	11393	16227	11534
ENSG00000034693	1469	1047	1323	1192	1153	1200	2173	1927	1495	1057	825	1153	2247	1924
ENSG00000034713	5556	4318	4530	4580	5605	5311	9025	10458	9792	12978	9695	10557	14217	9296
ENSG00000034971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	1964	1181	1381	1097	1607	1285	2125	1442	1906	801	1042	1483	2471	1768
ENSG00000035141	8254	6807	7230	6542	6986	5871	9181	9446	7655	6121	5021	7765	11243	8398
ENSG00000035403	6512	7654	3856	4255	5013	5158	18913	8847	4762	2704	3243	4126	15257	10884
ENSG00000035499	3	62	116	23	122	71	113	42	98	6	88	40	101	90
ENSG00000035664	96	408	124	87	486	660	1228	990	460	212	1191	1419	1187	657
ENSG00000035681	3779	2577	4239	3417	3233	2843	5485	3910	2321	1540	1320	2249	5496	3807
ENSG00000035687	3994	4399	3950	5154	4512	4861	6145	5265	3823	2432	3096	5186	7410	5425
ENSG00000035720	1193	562	982	682	924	560	702	751	1184	522	351	467	1835	1075
ENSG00000035862	238	59	141	28	97	82	7	17	112	10	108	45	46	24
ENSG00000035928	6662	5134	4346	4598	3902	4884	8177	5554	4841	5051	5571	5131	7830	4739
ENSG00000036054	2922	2517	2353	2889	2828	2552	2975	3143	2043	2305	2068	2656	3697	2745
ENSG00000036257	8859	9315	6847	7526	7276	7766	9366	7718	4886	3674	4215	5795	8480	5767
ENSG00000036448	317	211	4254	4224	6329	6179	29417	28230	24353	26778	6499	6855	3944	2034
ENSG00000036473	0	1	2	0	8	0	0	6	2	2	2	7	18	9
ENSG00000036530	0	9	1	1	15	3	39	17	0	2	4	0	12	2
ENSG00000036549	4453	3875	3889	3922	2999	3478	5217	2896	2647	1552	1500	2523	4268	2754
ENSG00000036565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036672	7	4	49	20	0	0	9	9	6	0	6	8	35	17
ENSG00000036828	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000037042	524	661	704	852	449	457	1338	1351	722	549	929	1358	770	825
ENSG00000037241	431	314	376	255	344	353	597	797	766	1078	827	672	1024	624
ENSG00000037280	22	20	0	131	0	20	24	10	0	5	0	0	0	2
ENSG00000037474	6158	6334	6225	6495	5252	5994	8950	6449	4602	1788	2669	4272	7892	5522
ENSG00000037637	3997	4662	4945	5333	3645	4048	6867	4774	2919	3613	3312	4360	6382	4840
ENSG00000037749	672	812	742	743	413	619	926	542	468	393	185	508	928	656
ENSG00000037757	1322	737	1385	985	1091	790	1001	983	680	605	684	896	1466	1458
ENSG00000037897	547	535	482	293	483	142	412	405	407	286	440	281	537	346
ENSG00000037965	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000038002	1051	1019	1478	1455	1498	1429	2788	3132	2393	2022	1677	2233	6003	3433
ENSG00000038210	1280	1053	1458	1368	1010	1195	1230	948	641	648	927	953	1637	1031
ENSG00000038219	10723	7695	9948	4250	4425	3009	13890	12924	12739	13397	12336	12442	10862	9487
ENSG00000038274	9505	9942	10698	11617	12278	12836	21679	20161	16367	10315	8123	13189	31840	20576
ENSG00000038295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038358	4881	7069	7202	5456	4409	5370	7654	4290	2645	1084	1382	2942	5556	4919
ENSG00000038382	1421	921	1208	462	1175	696	1753	1058	797	626	1086	823	1129	819
ENSG00000038427	59	0	54	0	77	28	66	0	128	0	28	0	0	0
ENSG00000038532	2922	2698	3298	3284	2924	2724	4963	3386	3372	2268	2229	2584	5462	3927
ENSG00000038945	0	0	0	9	1	0	0	0	0	0	0	0	0	0
ENSG00000039068	52	0	0	0	37	0	1	0	0	0	24	1	4	2
ENSG00000039123	2658	2844	2916	3693	2611	2741	6094	3542	1836	1656	1048	1699	4309	3113
ENSG00000039139	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039319	1918	1480	1030	1912	1258	860	1799	863	1119	985	686	749	1636	1154
ENSG00000039523	980	595	1164	688	896	834	600	672	699	689	1079	937	1275	994
ENSG00000039537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039560	42	56	69	0	87	26	139	12	14	4	14	49	112	55
ENSG00000039600	21	3	3	9	0	7	3	2	0	9	0	24	19	1
ENSG00000039650	4395	3082	4834	2727	3723	3173	4621	5387	5014	6339	5296	5629	7964	5861
ENSG00000039987	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040199	817	1057	702	1178	484	462	1305	780	224	489	809	846	947	894
ENSG00000040275	175	207	366	414	183	190	292	400	211	315	234	233	907	469
ENSG00000040341	3080	2698	2418	3139	2654	2195	5263	3414	2638	1950	1399	1919	4806	2988
ENSG00000040487	270	199	354	267	318	260	521	423	257	482	483	451	631	594
ENSG00000040531	435	524	777	595	596	400	741	705	511	639	560	799	1058	1019
ENSG00000040608	18	48	84	99	36	47	196	140	51	148	90	73	174	187
ENSG00000040633	650	490	956	526	636	565	1225	1245	820	800	712	908	1166	883
ENSG00000040731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040933	10119	10169	10300	12095	9979	9777	21480	10852	12784	8744	5956	8401	17768	12398
ENSG00000041353	1226	632	1045	1012	1197	1130	1501	1198	1455	2441	2336	1584	3206	2272
ENSG00000041357	8322	7117	8282	8267	8516	7897	17232	17006	14544	13798	12172	12380	21392	13150
ENSG00000041515	0	0	0	1	1	0	0	0	0	0	0	0	0	3
ENSG00000041802	4149	4067	3880	3630	2594	2818	4963	3359	2394	2252	2167	2565	4542	3473
ENSG00000041880	920	652	1268	705	852	386	1338	886	694	555	516	953	1046	1273
ENSG00000041982	3	2	0	2	18	0	0	0	0	0	0	0	0	0
ENSG00000041988	1386	1244	1610	1080	985	1229	2020	2040	1749	2586	1998	2206	3017	1934
ENSG00000042062	128	145	203	112	163	173	194	123	104	93	84	239	317	165
ENSG00000042088	2247	2711	3201	3007	2220	3058	3636	2706	2723	2097	1717	3088	5164	3720
ENSG00000042286	223	351	344	277	176	248	506	461	378	187	246	271	427	357
ENSG00000042304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	83	56	138	140	175	166	236	369	212	481	233	192	571	198
ENSG00000042429	1672	1389	1890	1552	1778	1355	1413	1057	1165	1437	1500	1463	2264	1545
ENSG00000042445	960	1099	1400	1049	1456	1230	2311	1290	979	1006	916	941	2396	1742
ENSG00000042493	8322	1502	6660	1049	4521	1134	1910	1109	8504	574	3633	1727	2731	633
ENSG00000042753	743	543	873	477	676	563	1619	1768	2068	3276	2707	1766	2742	1903
ENSG00000042781	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSG00000042813	4	7	10	10	29	3	9	12	3	5	0	1	3	8
ENSG00000042832	152	168	243	162	204	188	187	134	121	164	199	178	244	189
ENSG00000042980	1478	903	1623	1744	1853	1442	1634	1111	1560	1420	642	1352	2745	2075
ENSG00000043039	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000043093	2148	2381	2098	2856	2519	2237	4616	2947	2015	2455	1867	2894	4782	3458
ENSG00000043143	4882	5148	4894	5468	4639	4673	7791	6010	4823	6450	6015	6420	8317	6404
ENSG00000043355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043462	11670	10009	11189	9670	10967	9239	18580	14338	11915	8011	7996	11202	25278	17913
ENSG00000043514	713	522	689	705	669	389	762	471	316	556	497	488	1027	735
ENSG00000043591	8	51	0	0	0	0	46	46	127	157	163	176	30	53
ENSG00000044012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	917	1317	1169	869	977	934	1477	715	784	419	695	605	937	922
ENSG00000044115	1098	1270	842	782	1123	982	3791	2685	1451	1153	700	1454	3592	2170
ENSG00000044446	1662	1301	1820	1330	1556	1442	2420	1176	1275	592	828	1284	2249	1716
ENSG00000044459	50	42	88	62	113	131	216	123	47	95	95	96	188	40
ENSG00000044524	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000044574	90347	111823	74456	80732	64743	73201	207790	176969	82322	48539	47863	98006	135137	100496
ENSG00000046604	1	0	30	1	49	0	0	0	0	2	0	0	0	0
ENSG00000046647	840	487	578	420	715	447	796	775	582	721	751	1000	1079	934
